Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SaleType,SaleCondition,SalePrice
809,80,RL,85.0,13400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,1047.0,TA,TA,CBlock,TA,TA,Av,ALQ,516,BLQ,380,1024,GasA,TA,Y,SBrkr,0,1086,1,1,0,3,1,TA,Typ,1,Attchd,RFn,2,TA,TA,Y,0,0,6,2006,WD,Normal,159950
946,50,RM,98.0,8820,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1890,1996,Hip,CompShg,VinylSd,VinylSd,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,1088,Unf,0,1088,GasA,TA,Y,SBrkr,561,1869,0,1,0,2,1,TA,Typ,0,Detchd,Unf,2,TA,TA,Y,48,0,9,2009,WD,Normal,124900
196,160,RL,24.0,2280,Pave,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,566,Unf,289,855,GasA,TA,Y,SBrkr,601,1456,0,2,1,3,1,TA,Typ,1,Attchd,Unf,2,TA,TA,Y,87,0,7,2009,WD,Normal,148500
134,20,RL,70.01578947368421,6853,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,136.0,Gd,TA,PConc,Ex,TA,No,GLQ,1005,Unf,262,1267,GasA,Ex,Y,SBrkr,0,1296,1,2,0,2,1,Gd,Typ,0,Attchd,Fin,2,TA,TA,Y,192,25,6,2009,WD,Normal,220000
579,160,FV,34.0,3604,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,689,689,GasA,Ex,Y,SBrkr,689,1392,0,2,0,2,1,Gd,Typ,0,Detchd,Unf,2,TA,TA,Y,0,102,2,2008,WD,Abnorml,146000
1264,70,RL,60.0,13515,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,6,1919,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,764,764,GasA,Ex,Y,FuseA,764,1824,0,1,0,3,1,TA,Typ,1,Detchd,Unf,2,TA,TA,N,0,0,7,2007,WD,Normal,180500
725,20,RL,86.0,13286,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,340.0,Ex,TA,PConc,Ex,TA,No,GLQ,1234,Unf,464,1698,GasA,Ex,Y,SBrkr,0,1698,1,2,0,3,1,Ex,Typ,1,Attchd,Fin,3,TA,TA,Y,327,64,2,2009,WD,Normal,320000
910,60,RL,149.0,12589,Pave,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,742,742,GasA,Ex,Y,SBrkr,742,1484,0,2,1,3,1,Gd,Typ,1,Attchd,Fin,2,TA,TA,Y,36,24,6,2009,WD,Normal,174000
904,20,RL,50.0,14859,Pave,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,27.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1670,1670,GasA,Ex,Y,SBrkr,0,1670,0,2,0,3,1,Gd,Typ,1,Attchd,RFn,3,TA,TA,Y,144,60,8,2006,New,Partial,240000
1373,60,RL,75.0,9750,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,1998,1998,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,975,Unf,133,1108,GasA,Ex,Y,SBrkr,989,2097,1,2,1,3,1,Gd,Typ,1,Detchd,RFn,2,TA,TA,Y,253,170,6,2006,WD,Normal,274300
1230,80,RL,70.0,7910,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960,1960,Hip,CompShg,BrkFace,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,ALQ,666,Unf,409,1075,GasA,Gd,Y,SBrkr,0,1507,0,2,0,4,1,TA,Maj1,0,Basment,Unf,1,TA,TA,Y,0,0,8,2008,WD,Normal,127000
1320,20,RL,75.0,10215,Pave,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,132.0,TA,TA,PConc,TA,TA,No,ALQ,492,Unf,372,864,GasA,Ex,Y,SBrkr,0,948,0,1,0,3,1,TA,Typ,0,Attchd,Unf,1,TA,TA,Y,0,0,2,2007,WD,Normal,111000
202,20,RL,75.0,10125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,No,ALQ,641,LwQ,276,1196,GasA,TA,Y,SBrkr,0,1279,0,2,0,3,1,TA,Typ,2,Detchd,Unf,2,TA,TA,Y,238,83,2,2008,WD,Normal,171500
1278,80,RL,70.01578947368421,17871,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1967,1976,Gable,CompShg,HdBoard,HdBoard,359.0,TA,TA,CBlock,Gd,TA,Av,ALQ,528,Unf,1152,1680,GasA,Fa,Y,SBrkr,0,1724,1,1,1,3,1,TA,Typ,1,Attchd,RFn,2,TA,TA,Y,0,0,6,2009,WD,Normal,197900
1265,120,RH,34.0,4060,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,266,Unf,1139,1405,GasA,Ex,Y,SBrkr,0,1337,1,2,0,2,1,Gd,Typ,0,Attchd,Fin,2,TA,TA,Y,144,68,8,2008,COD,Abnorml,181000
277,20,RL,129.0,9196,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,1560,1560,GasA,Ex,Y,SBrkr,0,1560,0,2,0,3,1,Gd,Typ,0,Attchd,Fin,2,TA,TA,Y,100,150,4,2010,WD,Normal,201000
254,80,RL,85.0,9350,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1964,1991,Hip,CompShg,HdBoard,HdBoard,108.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,270,ALQ,452,1302,GasA,Ex,Y,SBrkr,0,1302,0,2,0,3,1,Gd,Min1,0,Attchd,RFn,1,TA,TA,Y,333,0,10,2007,CWD,Normal,158000
538,20,RL,70.01578947368421,12735,Pave,IR1,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,BLQ,600,Unf,264,864,GasA,TA,Y,SBrkr,0,864,0,1,0,3,1,TA,Typ,0,Detchd,Unf,2,TA,TA,Y,216,0,4,2008,COD,Normal,111250
1082,20,RL,75.0,7500,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,ALQ,824,Unf,216,1040,GasA,Fa,Y,SBrkr,0,1040,1,1,1,3,1,TA,Typ,0,Attchd,Fin,1,TA,TA,Y,0,0,6,2010,WD,Normal,133000
1038,60,RL,70.01578947368421,9240,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,396.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1055,1055,GasA,Ex,Y,SBrkr,1208,2263,0,2,1,3,1,Gd,Typ,1,BuiltIn,Fin,2,TA,TA,Y,0,45,9,2008,WD,Normal,287000
222,60,RL,70.01578947368421,8068,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1010,1010,GasA,Ex,Y,SBrkr,1257,2267,0,2,1,4,1,Gd,Typ,1,BuiltIn,RFn,2,TA,TA,Y,120,46,12,2009,ConLI,Normal,200000
1432,120,RL,70.01578947368421,4928,Pave,IR1,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,6,1976,1976,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,Gd,TA,No,LwQ,958,Unf,0,958,GasA,TA,Y,SBrkr,0,958,0,2,0,2,1,TA,Typ,0,Attchd,RFn,2,TA,TA,Y,0,60,10,2009,WD,Normal,143750
1384,30,RL,70.01578947368421,25339,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1918,2007,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,816,816,GasA,Ex,Y,SBrkr,0,1416,0,2,0,3,1,Gd,Typ,0,Attchd,Unf,2,TA,TA,N,0,0,8,2007,WD,Normal,112000
422,20,RL,70.01578947368421,16635,Pave,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2000,Gable,CompShg,CemntBd,CmentBd,126.0,Gd,TA,CBlock,Gd,TA,No,ALQ,1246,Unf,356,1602,GasA,Gd,Y,SBrkr,0,1602,0,2,0,3,1,Gd,Typ,1,Attchd,Fin,2,TA,TA,Y,240,0,6,2009,WD,Normal,215000
564,50,RL,66.0,21780,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,7,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,Gd,TA,Mn,Unf,0,Unf,1163,1163,GasA,Ex,Y,SBrkr,511,1674,0,2,0,4,1,TA,Typ,1,Detchd,Fin,2,TA,TA,N,72,36,7,2008,WD,Normal,185000
1293,70,RM,60.0,6600,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,4,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,Stone,TA,TA,No,Unf,0,Unf,994,994,GasA,TA,N,SBrkr,994,2372,0,2,0,4,2,TA,Min2,0,Attchd,RFn,1,TA,TA,Y,0,287,12,2009,WD,Normal,107500
631,70,RM,50.0,9000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,6,1880,1991,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0,Unf,636,636,GasA,TA,Y,FuseA,661,1750,0,1,0,3,1,Ex,Typ,0,Detchd,Unf,1,Fa,Po,N,0,0,6,2006,WD,Abnorml,124000
157,20,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,,,,,0,,0,0,GasA,TA,Y,FuseF,0,1040,0,1,0,2,1,TA,Typ,0,Detchd,Unf,2,TA,TA,Y,0,0,6,2006,WD,Normal,109500
1049,20,RL,100.0,21750,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,4,1960,2006,Hip,CompShg,HdBoard,HdBoard,75.0,TA,Fa,Slab,,,,,0,,0,0,GasA,TA,Y,SBrkr,0,1771,0,1,0,3,1,TA,Min1,1,Attchd,Unf,2,TA,TA,Y,0,0,11,2009,WD,Normal,115000
986,190,RL,68.0,10880,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1040,Unf,124,1164,GasW,TA,N,SBrkr,0,1164,1,1,0,3,1,TA,Typ,0,Detchd,Unf,1,TA,TA,Y,0,48,8,2008,ConLD,Normal,125000
1146,50,RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1928,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,1042,1042,GasA,Ex,Y,SBrkr,534,1576,0,1,0,3,1,TA,Typ,1,Detchd,Unf,1,TA,TA,Y,0,0,8,2006,WD,Family,149000
214,20,RL,43.0,13568,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,ALQ,716,Unf,274,990,GasA,Ex,Y,SBrkr,0,990,0,1,0,3,1,TA,Typ,0,Attchd,Unf,2,TA,TA,Y,224,0,7,2006,WD,Normal,156000
153,60,RL,70.01578947368421,14803,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,252.0,TA,TA,CBlock,TA,TA,No,Rec,416,Unf,409,825,GasA,Gd,Y,SBrkr,896,1993,0,2,1,4,1,TA,Typ,1,Attchd,RFn,2,TA,TA,Y,0,66,6,2006,WD,Normal,190000
1185,20,RL,50.0,35133,Grvl,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,4,1963,1963,Hip,CompShg,MetalSd,MetalSd,226.0,TA,TA,CBlock,TA,TA,Gd,Rec,1159,Unf,413,1572,GasA,Gd,Y,SBrkr,0,1572,1,1,1,3,1,TA,Typ,2,2Types,RFn,3,TA,TA,Y,0,263,5,2007,WD,Normal,186700
194,160,RM,24.0,2522,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,970,970,GasA,Ex,Y,SBrkr,739,1709,0,2,0,3,1,Gd,Maj1,0,Detchd,Unf,2,TA,TA,Y,0,40,5,2006,WD,Normal,130000
1148,70,RL,75.0,12000,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,7,1941,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Rec,275,Unf,429,704,GasA,Ex,Y,SBrkr,704,1564,0,1,1,3,1,Fa,Typ,1,Attchd,Unf,1,TA,TA,Y,0,0,7,2009,WD,Normal,174500
1056,20,RL,104.0,11361,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,160.0,TA,TA,CBlock,Gd,TA,No,ALQ,644,Unf,549,1193,GasA,TA,Y,SBrkr,0,1523,0,2,0,3,1,TA,Typ,1,Attchd,Fin,2,TA,TA,Y,0,0,5,2008,COD,Abnorml,180000
268,75,RL,60.0,8400,Pave,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1939,1997,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,TA,TA,No,LwQ,378,Unf,342,720,GasA,Ex,Y,SBrkr,720,2192,0,2,1,4,1,Gd,Typ,1,Detchd,Unf,1,TA,TA,Y,262,24,7,2008,WD,Normal,179500
1216,20,RL,99.0,7094,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,Rec,180,LwQ,340,894,GasA,TA,Y,SBrkr,0,894,0,1,0,3,1,TA,Typ,0,Detchd,RFn,1,TA,TA,Y,0,0,5,2007,WD,Normal,125000
932,20,RL,70.0,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,BLQ,338,Rec,121,925,GasA,Ex,Y,SBrkr,0,925,0,1,0,2,1,TA,Typ,0,Detchd,Unf,1,TA,TA,Y,0,0,7,2009,WD,Normal,117500
1261,60,RL,70.01578947368421,24682,Pave,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,841,841,GasA,Ex,Y,SBrkr,783,1675,0,2,1,3,1,TA,Typ,1,BuiltIn,Fin,2,TA,TA,Y,0,103,6,2009,WD,Normal,181000
1426,20,RL,80.0,10721,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,HdBoard,HdBoard,243.0,Gd,TA,CBlock,TA,TA,No,Unf,0,Unf,1252,1252,GasA,Ex,Y,SBrkr,0,1252,0,1,0,3,1,Gd,Typ,0,Detchd,Unf,2,TA,TA,Y,0,39,10,2008,WD,Normal,142000
507,60,RL,80.0,9554,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,125.0,Gd,TA,PConc,Gd,TA,No,GLQ,380,Unf,397,777,GasA,Ex,Y,SBrkr,846,1911,0,2,1,3,1,Gd,Typ,1,Attchd,RFn,2,TA,TA,Y,182,81,9,2006,WD,Normal,215000
341,60,RL,85.0,14191,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,967,967,GasA,Ex,Y,SBrkr,915,1908,0,2,1,4,1,Gd,Typ,0,Attchd,Fin,2,TA,TA,Y,135,0,4,2010,WD,Normal,202900
989,60,RL,70.01578947368421,12046,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Plywood,298.0,TA,TA,CBlock,TA,TA,No,LwQ,156,Unf,692,848,GasA,TA,Y,SBrkr,912,2030,0,2,1,4,1,Gd,Typ,1,Attchd,Fin,2,TA,TA,Y,0,224,6,2007,WD,Normal,195000
686,160,RL,70.01578947368421,5062,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,0.0,Gd,TA,CBlock,Gd,TA,Mn,GLQ,828,LwQ,180,1190,GasA,Gd,Y,SBrkr,900,2090,1,2,0,3,1,Gd,Min1,1,Attchd,Fin,2,TA,TA,Y,219,0,9,2007,WD,Normal,207500
738,60,RL,72.0,10463,Pave,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,893,893,GasA,Ex,Y,SBrkr,900,1801,0,2,1,3,1,Gd,Typ,1,Attchd,Fin,3,TA,TA,Y,0,116,6,2006,WD,Normal,239900
1286,50,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0,Unf,780,780,GasA,Ex,Y,FuseF,587,1412,0,1,0,4,1,TA,Typ,1,Detchd,Unf,1,TA,TA,Y,45,0,5,2009,WD,Normal,132500
110,20,RL,105.0,11751,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,480.0,TA,TA,CBlock,Gd,TA,No,BLQ,705,Unf,1139,1844,GasA,Ex,Y,SBrkr,0,1844,0,2,0,3,1,TA,Typ,1,Attchd,RFn,2,TA,TA,Y,0,122,1,2010,COD,Normal,190000
1180,20,RL,77.0,8335,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,Slab,,,,,0,,0,0,GasA,Gd,Y,SBrkr,0,1124,0,1,0,3,1,TA,Min2,1,,,0,,,N,0,36,4,2006,WD,Normal,93000
1452,20,RL,78.0,9262,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2009,Gable,CompShg,CemntBd,CmentBd,194.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1573,1573,GasA,Ex,Y,SBrkr,0,1578,0,2,0,3,1,Ex,Typ,1,Attchd,Fin,3,TA,TA,Y,0,36,5,2009,New,Partial,287090
1119,80,RL,85.0,13825,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1958,1987,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,533,533,GasA,TA,Y,SBrkr,580,1601,0,1,0,3,1,TA,Min2,0,BuiltIn,RFn,1,TA,TA,Y,280,34,12,2008,WD,Normal,140000
1385,50,RL,60.0,9060,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,WdShing,Wd Shng,0.0,TA,TA,BrkTil,TA,TA,Mn,Rec,204,Unf,356,560,GasA,TA,Y,SBrkr,560,1258,0,1,0,2,1,TA,Typ,0,Detchd,Unf,1,TA,TA,P,0,0,10,2009,WD,Normal,105000
628,80,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1955,1972,Gable,CompShg,AsbShng,AsbShng,164.0,TA,TA,CBlock,TA,TA,Av,BLQ,674,LwQ,350,1156,GasA,Ex,Y,SBrkr,0,1520,1,1,0,3,1,TA,Typ,2,Basment,RFn,1,TA,TA,Y,0,0,3,2010,WD,Normal,153000
935,20,RL,313.0,27650,Pave,IR2,HLS,AllPub,Inside,Mod,NAmes,PosA,Norm,1Fam,1Story,7,7,1960,2007,Flat,Tar&Grv,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,425,Unf,160,585,GasA,Ex,Y,SBrkr,0,2069,1,2,0,4,1,Gd,Typ,1,Attchd,RFn,2,TA,TA,Y,0,0,11,2008,WD,Normal,242000
717,70,RM,60.0,10800,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,718,718,GasA,Ex,Y,SBrkr,978,2554,0,1,1,3,1,TA,Typ,0,Detchd,Unf,2,TA,TA,P,0,48,7,2007,WD,Normal,159500
192,60,RL,70.01578947368421,7472,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,9,1972,2004,Gable,CompShg,HdBoard,HdBoard,138.0,TA,TA,CBlock,TA,TA,No,ALQ,626,Unf,99,725,GasA,Gd,Y,SBrkr,754,1479,1,1,1,4,1,Gd,Typ,0,Attchd,Fin,2,TA,TA,Y,0,32,6,2007,WD,Normal,184000
848,20,RL,36.0,15523,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,HdBoard,Plywood,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,460,Unf,404,864,GasA,Ex,Y,SBrkr,0,864,1,1,0,3,1,TA,Typ,1,Attchd,Unf,1,TA,TA,Y,0,0,8,2009,WD,Normal,133500
4,70,RL,60.0,9550,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,5,1915,1970,Gable,CompShg,Wd Sdng,Wd Shng,0.0,TA,TA,BrkTil,TA,Gd,No,ALQ,216,Unf,540,756,GasA,Gd,Y,SBrkr,756,1717,1,1,0,3,1,Gd,Typ,1,Detchd,Unf,3,TA,TA,Y,0,35,2,2006,WD,Abnorml,140000
334,120,RM,59.0,8198,Pave,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,146.0,Gd,TA,PConc,Gd,TA,Av,GLQ,720,Unf,638,1358,GasA,Ex,Y,SBrkr,0,1358,1,2,0,2,1,Gd,Typ,1,Attchd,RFn,2,TA,TA,Y,192,30,7,2008,WD,Normal,207000
450,50,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,7,1948,2002,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,331,Unf,318,649,GasA,Ex,Y,SBrkr,504,1183,0,1,1,2,1,TA,Typ,0,Detchd,Unf,1,TA,TA,Y,0,176,6,2007,WD,Normal,120000
1423,120,RM,37.0,4435,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,686,Unf,162,848,GasA,Ex,Y,SBrkr,0,848,1,1,0,1,1,Gd,Typ,0,Attchd,Fin,2,TA,TA,Y,140,0,3,2008,WD,Normal,136500
